Id,SegmentId_Time,Altitude,Latitude,Longitude,Noisy_Altitude,Noisy_Latitude,Noisy_Longitude
1624,27_3838,?,?,?,161.392861993,40.4156974832,-86.9316907027
1625,27_3839,?,?,?,156.031446401,40.413869597,-86.9335059434
1626,27_3840,?,?,?,156.82929638,40.4108904196,-86.9335102963
1627,27_3841,?,?,?,166.285840036,40.419235376,-86.9321049194
1628,27_3842,?,?,?,148.671178715,40.4063700359,-86.9353666741
1629,27_3843,?,?,?,159.480993114,40.4199166606,-86.9323854057
1630,27_3844,?,?,?,162.203450108,40.4189639911,-86.9334493994
1631,27_3845,?,?,?,153.844578258,40.4094790204,-86.9334045532
1632,27_3846,?,?,?,156.33412984,40.4093051406,-86.9337431058
1633,27_3847,?,?,?,170.275988601,40.4288683613,-86.9318174386
1634,27_3848,?,?,?,146.915196938,40.4101545799,-86.9349636139
1635,27_3849,?,?,?,165.975501741,40.419685998,-86.9327998608
1636,27_3850,?,?,?,157.397426704,40.4157500326,-86.9327601754
1637,27_3851,?,?,?,158.363035867,40.4198528257,-86.9335840114
1638,27_3852,?,?,?,153.934037717,40.412793455,-86.9349617489
1639,27_3853,?,?,?,167.253035766,40.4301423043,-86.9309955679
1640,27_3854,?,?,?,146.564367107,40.4056338036,-86.9354305558
1641,27_3855,?,?,?,165.191781421,40.4242051362,-86.9342772607
1642,27_3856,?,?,?,157.261548864,40.4171317733,-86.9332836554
1643,27_3857,?,?,?,154.174120127,40.4190457856,-86.9331871856
1644,27_3858,?,?,?,147.372715292,40.4099322496,-86.9348366248
1645,27_3859,?,?,?,171.057473662,40.4216394815,-86.931445829
1646,27_3860,?,?,?,153.640520101,40.4110956786,-86.935441281
1647,27_3861,?,?,?,160.548988338,40.4174049204,-86.9334262268
1648,28_3801,?,?,?,154.921269614,40.4205348897,-86.9326189314
1649,28_3802,?,?,?,157.631995709,40.4138606031,-86.9327197925
1650,28_3803,?,?,?,153.528977459,40.4078385477,-86.9349051826
1651,28_3804,?,?,?,166.722104019,40.4317274583,-86.9314096155
1652,28_3805,?,?,?,160.625976924,40.414182973,-86.9351844761
1653,28_3806,?,?,?,160.199185312,40.4145160715,-86.9337216181
1654,28_3807,?,?,?,165.835218676,40.4189244811,-86.9320935149
1655,28_3808,?,?,?,161.225518806,40.4211661153,-86.9331977566
1656,28_3809,?,?,?,148.53388323,40.406837866,-86.9342243875
1657,28_3810,?,?,?,173.025618564,40.4237358537,-86.9313934942
1658,28_3811,?,?,?,157.007669013,40.4121204272,-86.934175611
1659,28_3812,?,?,?,153.040485611,40.4143408075,-86.9335754514
1660,28_3813,?,?,?,161.507061644,40.4235446086,-86.93333387
1661,28_3814,?,?,?,165.566941224,40.4185739792,-86.9331157336
1662,28_3815,?,?,?,152.006521086,40.4064768707,-86.93410527
1663,28_3816,?,?,?,161.923337816,40.4281181123,-86.9323005734
1664,28_3817,?,?,?,155.040519334,40.4106369175,-86.9342948982
1665,28_3818,?,?,?,153.066627399,40.4144288103,-86.9338424251
1666,28_3819,?,?,?,163.322955548,40.4216356609,-86.9326924754
1667,28_3820,?,?,?,166.017680357,40.4152772751,-86.9323106695
1668,28_3821,?,?,?,144.036051397,40.4138838017,-86.9348280053
1669,28_3822,?,?,?,170.5034533,40.4194063811,-86.9322297613
1670,28_3823,?,?,?,164.216995834,40.4206380211,-86.9342994765
1671,28_3824,?,?,?,151.2406453,40.4108608232,-86.9341764417
1672,28_3825,?,?,?,158.476251972,40.4233133045,-86.9327270901
1673,28_3826,?,?,?,163.965580146,40.4241822254,-86.9329958024
1674,28_3827,?,?,?,149.891002997,40.4097511908,-86.9350880338
1675,28_3828,?,?,?,162.306436534,40.4140822756,-86.9324203176
1676,28_3829,?,?,?,159.266145492,40.4206573882,-86.933612516
1677,28_3830,?,?,?,153.533701683,40.4132065973,-86.935466494
1678,28_3831,?,?,?,164.468472245,40.4127749939,-86.9333732324
1679,28_3832,?,?,?,163.172994008,40.415389074,-86.9325679571
1680,28_3833,?,?,?,151.008281409,40.4079993836,-86.9340303826
1681,28_3834,?,?,?,163.355857725,40.4179423986,-86.9329098482
1682,28_3835,?,?,?,160.263574587,40.4219135145,-86.9330294227
1683,28_3836,?,?,?,153.325137006,40.4063325015,-86.9345968928
1684,28_3837,?,?,?,163.838991729,40.41798101,-86.932363176
1685,28_3838,?,?,?,169.193641505,40.4165057493,-86.9323302895
1686,28_3839,?,?,?,154.920690968,40.4069358163,-86.9354198426
1687,28_3840,?,?,?,159.519011354,40.4196662613,-86.9348782348
1688,28_3841,?,?,?,168.029938548,40.4191675859,-86.9319652359
1689,28_3842,?,?,?,153.849126933,40.403334844,-86.9349967141
1690,28_3843,?,?,?,163.634417036,40.4220278932,-86.9320565147
1691,28_3844,?,?,?,159.503003841,40.4171805421,-86.9317359333
1692,28_3845,?,?,?,153.430054693,40.4144016572,-86.9334688974
1693,28_3846,?,?,?,152.394114557,40.4048444554,-86.934033316
1694,28_3847,?,?,?,166.111680787,40.4243687776,-86.932391905
1695,28_3848,?,?,?,144.012810245,40.4052219447,-86.9348169478
1696,28_3849,?,?,?,162.811472831,40.4206138752,-86.9323121075
1697,28_3850,?,?,?,158.902215636,40.413351723,-86.9330292006
1698,28_3851,?,?,?,156.519598126,40.4146719248,-86.9339613386
1699,28_3852,?,?,?,153.832092622,40.4103762337,-86.9349751184
1700,28_3853,?,?,?,172.660367221,40.4278719785,-86.9321496884
1701,28_3854,?,?,?,148.736376272,40.4054897366,-86.9345705186
1702,28_3855,?,?,?,161.389472941,40.4181687231,-86.9332895884
1703,28_3856,?,?,?,160.288600675,40.4185455033,-86.9326619597
1704,28_3857,?,?,?,159.764582372,40.4178972374,-86.9323395861
1705,28_3858,?,?,?,154.275688792,40.4093900188,-86.9355021549
1706,28_3859,?,?,?,173.644280673,40.4296981993,-86.9315373686
1707,28_3860,?,?,?,150.441542994,40.4130588648,-86.934288315
1708,28_3861,?,?,?,158.907376602,40.4151984246,-86.9330957789
1709,29_3801,?,?,?,161.800956427,40.416072761,-86.9341377444
1710,29_3802,?,?,?,159.604682246,40.4222357889,-86.9337276903
1711,29_3803,?,?,?,156.35008076,40.4125660454,-86.9347148824
1712,29_3804,?,?,?,171.054930022,40.4289772998,-86.9324287533
1713,29_3805,?,?,?,151.109927171,40.4106410551,-86.9350046177
1714,29_3806,?,?,?,162.454067422,40.4125461942,-86.9344745995
1715,29_3807,?,?,?,161.534224278,40.4235169498,-86.933395326
1716,29_3808,?,?,?,166.007664272,40.4184478353,-86.9340542083
1717,29_3809,?,?,?,144.148741768,40.4047978051,-86.9351398241
1718,29_3810,?,?,?,174.505388939,40.4277306127,-86.9316072665
1719,29_3811,?,?,?,155.605297084,40.414132226,-86.9347667158
1720,29_3812,?,?,?,162.130638349,40.4056771734,-86.9332369419
1721,29_3813,?,?,?,166.537200357,40.4170129271,-86.9342858354
1722,29_3814,?,?,?,164.383472967,40.4211277379,-86.9342888176
1723,29_3815,?,?,?,149.90375823,40.4050901937,-86.9355230392
1724,29_3816,?,?,?,170.151436152,40.4286956745,-86.9329710412
1725,29_3817,?,?,?,159.328087547,40.4128073269,-86.9354250789
1726,29_3818,?,?,?,160.195060578,40.4102465018,-86.9343449832
1727,29_3819,?,?,?,159.205725964,40.4212272434,-86.9336157886
1728,29_3820,?,?,?,161.665221408,40.4183415643,-86.934062271
1729,29_3821,?,?,?,147.475398504,40.4080654375,-86.9350208279
1730,29_3822,?,?,?,161.023993297,40.4230109803,-86.9334946158
1731,29_3823,?,?,?,166.629959976,40.4182888564,-86.9345570534
1732,29_3824,?,?,?,153.333237441,40.4120256709,-86.9349138692
1733,29_3825,?,?,?,154.616913866,40.4187717589,-86.9331512574
1734,29_3826,?,?,?,168.280846515,40.4134673137,-86.9347285423
1735,29_3827,?,?,?,149.860038895,40.407882717,-86.9347106758
1736,29_3828,?,?,?,167.004308606,40.4169460446,-86.9339764375
1737,29_3829,?,?,?,163.089356779,40.4195576106,-86.9338579363
1738,29_3830,?,?,?,150.758704124,40.4063759616,-86.9340730809
1739,29_3831,?,?,?,164.928160888,40.4163374656,-86.9330820396
1740,29_3832,?,?,?,164.411566372,40.4140202222,-86.9338905348
1741,29_3833,?,?,?,159.235126889,40.4135187416,-86.9362743635
1742,29_3834,?,?,?,167.798583835,40.4202317612,-86.933814091
1743,29_3835,?,?,?,164.989482798,40.4230317565,-86.9345412309
1744,29_3836,?,?,?,151.12765286,40.4080929558,-86.9358211681
1745,29_3837,?,?,?,161.103074416,40.4153277316,-86.9328225388
1746,29_3838,?,?,?,165.003890846,40.419943848,-86.9332079036
1747,29_3839,?,?,?,159.133621247,40.4032790944,-86.934594869
1748,29_3840,?,?,?,160.544650522,40.4145679584,-86.9342696897
1749,29_3841,?,?,?,168.588531321,40.4208954635,-86.9328311257
1750,29_3842,?,?,?,149.743797881,40.4064403192,-86.9356303717
1751,29_3843,?,?,?,167.34874774,40.4255830386,-86.9338609671
1752,29_3844,?,?,?,166.870835193,40.4178704814,-86.9338227385
1753,29_3845,?,?,?,160.961232674,40.409125817,-86.9339220524
1754,29_3846,?,?,?,157.556547436,40.4137081716,-86.9342152591
1755,29_3847,?,?,?,168.551408901,40.4270731008,-86.9326706761
1756,29_3848,?,?,?,149.642368043,40.4044544415,-86.9359253609
1757,29_3849,?,?,?,159.438490106,40.4150775353,-86.9337071043
1758,29_3850,?,?,?,161.17628192,40.4188309102,-86.9338980698
1759,29_3851,?,?,?,163.904546574,40.4126203821,-86.9339614871
1760,29_3852,?,?,?,152.157479818,40.4087570639,-86.9345983353
1761,29_3853,?,?,?,169.438000209,40.4211697581,-86.9310531832
1762,29_3854,?,?,?,149.897755021,40.405402684,-86.9358183242
1763,29_3855,?,?,?,163.807249137,40.4183737562,-86.932948702
1764,29_3856,?,?,?,164.886105109,40.4156528658,-86.9326835899
1765,29_3857,?,?,?,163.537576496,40.4133983989,-86.9344161092
1766,29_3858,?,?,?,158.900069626,40.4065579878,-86.9351438655
1767,29_3859,?,?,?,173.298111157,40.4211814283,-86.9324477085
1768,29_3860,?,?,?,152.674853127,40.4129038512,-86.9349317763
1769,29_3861,?,?,?,165.635892063,40.4170603617,-86.9332089335
1770,30_3801,?,?,?,1370.66697971,41.191592739,-86.047687808
1771,30_3802,?,?,?,1369.60899456,41.1890977152,-86.0483848384
1772,30_3803,?,?,?,1360.22883169,41.1846173229,-86.050911972
1773,30_3804,?,?,?,1368.41357351,41.1984999965,-86.0469921764
1774,30_3805,?,?,?,1354.65055503,41.18944751,-86.0505792124
1775,30_3806,?,?,?,1365.48223419,41.1897264801,-86.0501156416
1776,30_3807,?,?,?,1369.18574741,41.1879174449,-86.0497742738
1777,30_3808,?,?,?,1366.69887645,41.185333807,-86.0489227966
1778,30_3809,?,?,?,1355.43491185,41.181390034,-86.0515205569
1779,30_3810,?,?,?,1369.98543005,41.2035883533,-86.0488771344
1780,30_3811,?,?,?,1351.95055107,41.1871845586,-86.051572497
1781,30_3812,?,?,?,1362.84302691,41.1900213403,-86.0503540264
1782,30_3813,?,?,?,1362.26178605,41.2011001478,-86.0501634465
1783,30_3814,?,?,?,1361.4583194,41.2034690472,-86.0502718391
1784,30_3815,?,?,?,1349.53445578,41.1882965207,-86.0530829225
1785,30_3816,?,?,?,1372.45595048,41.2019010258,-86.0505432382
1786,30_3817,?,?,?,1354.18564933,41.196852734,-86.0532847921
1787,30_3818,?,?,?,1353.12918965,41.1937235575,-86.0527387756
1788,30_3819,?,?,?,1364.22210631,41.198837936,-86.0521070714
1789,30_3820,?,?,?,1362.24485679,41.2027103916,-86.051462308
1790,30_3821,?,?,?,1354.42820404,41.192203028,-86.0548019978
1791,30_3822,?,?,?,1363.33778674,41.2050700272,-86.0517025292
1792,30_3823,?,?,?,1359.75808119,41.199766253,-86.0535121923
1793,30_3824,?,?,?,1356.55117334,41.1975443027,-86.0554429045
1794,30_3825,?,?,?,1365.1102935,41.2022645426,-86.0537053335
1795,30_3826,?,?,?,1363.6525032,41.2029110158,-86.0538974296
1796,30_3827,?,?,?,1356.80156363,41.1962895449,-86.0567035195
1797,30_3828,?,?,?,1371.05719213,41.2038993118,-86.0540121696
1798,30_3829,?,?,?,1369.49490083,41.204377251,-86.0537174781
1799,30_3830,?,?,?,1355.99106217,41.1942209284,-86.055814961
1800,30_3831,?,?,?,1365.61522161,41.2045022508,-86.0555782444
1801,30_3832,?,?,?,1360.37234906,41.2060022246,-86.0565687479
1802,30_3833,?,?,?,1361.55697061,41.19829974,-86.0576175658
1803,30_3834,?,?,?,1367.10089405,41.2039042127,-86.0558873816
1804,30_3835,?,?,?,1366.95301407,41.2100534809,-86.0564769714
1805,30_3836,?,?,?,1356.18648249,41.2028544492,-86.0592637109
1806,30_3837,?,?,?,1361.75858694,41.2040329061,-86.0569131381
1807,30_3838,?,?,?,1360.38257925,41.2075655687,-86.0568506604
1808,30_3839,?,?,?,1350.84551743,41.2050213045,-86.0588779497
1809,30_3840,?,?,?,1351.30244952,41.2106776178,-86.0579732462
1810,30_3841,?,?,?,1359.46504192,41.2159370202,-86.0569795357
1811,30_3842,?,?,?,1341.64282237,41.2043685614,-86.0603707217
1812,30_3843,?,?,?,1354.75292295,41.2146862946,-86.0585641458
1813,30_3844,?,?,?,1357.17031893,41.2172409629,-86.0586020652
1814,30_3845,?,?,?,1343.32494409,41.2090353738,-86.0603132122
1815,30_3846,?,?,?,1336.87666318,41.2120602479,-86.06076338
1816,30_3847,?,?,?,1359.6187745,41.222611267,-86.0583093091
1817,30_3848,?,?,?,1341.17428404,41.1956505293,-86.0613983064
1818,30_3849,?,?,?,1350.01153294,41.2084192588,-86.0600668988
1819,30_3850,?,?,?,1349.76194073,41.2088633696,-86.0606371294
1820,30_3851,?,?,?,1347.90185911,41.211874554,-86.0613431913
1821,30_3852,?,?,?,1339.88881209,41.2130348272,-86.0617943584
1822,30_3853,?,?,?,1362.41371777,41.223579959,-86.0606010692
1823,30_3854,?,?,?,1335.68907077,41.2080019661,-86.0629369624
1824,30_3855,?,?,?,1349.91042961,41.2204511838,-86.0614526078
1825,30_3856,?,?,?,1343.05651891,41.217025796,-86.0621118866
1826,30_3857,?,?,?,1333.60292071,41.2175668137,-86.063222836
1827,30_3858,?,?,?,1328.68749609,41.2109634368,-86.0647704757
1828,30_3859,?,?,?,1344.69479947,41.2243736784,-86.0617407701
1829,30_3860,?,?,?,1328.05005638,41.2093773776,-86.0656155223
1830,30_3861,?,?,?,1338.95495788,41.2184095018,-86.063639406
1831,31_3801,?,?,?,154.629036187,40.4153192282,-86.9329869462
1832,31_3802,?,?,?,154.585924547,40.4180467245,-86.9343530421
1833,31_3803,?,?,?,146.88969881,40.4080213621,-86.9353746783
1834,31_3804,?,?,?,158.422824357,40.4247980389,-86.9311635615
1835,31_3805,?,?,?,143.641230385,40.4097550947,-86.9349796867
1836,31_3806,?,?,?,146.604077525,40.4135940778,-86.9332940536
1837,31_3807,?,?,?,155.010395933,40.423454438,-86.9336858659
1838,31_3808,?,?,?,156.643851862,40.4161775218,-86.9333268623
1839,31_3809,?,?,?,141.883474418,40.4041554446,-86.9351656333
1840,31_3810,?,?,?,162.937233859,40.4261771695,-86.9313179515
1841,31_3811,?,?,?,144.565068705,40.4150056104,-86.9346642337
1842,31_3812,?,?,?,150.313027286,40.4122219783,-86.9335985369
1843,31_3813,?,?,?,148.191237713,40.4169050265,-86.9339494331
1844,31_3814,?,?,?,155.29645756,40.4184194428,-86.9330542331
1845,31_3815,?,?,?,143.851866167,40.4099842293,-86.9351806433
1846,31_3816,?,?,?,167.168445287,40.4294688815,-86.9324370559
1847,31_3817,?,?,?,149.894425505,40.4157798229,-86.9341282515
1848,31_3818,?,?,?,143.432276798,40.4144959033,-86.9339281414
1849,31_3819,?,?,?,159.971402351,40.4162123986,-86.9336965886
1850,31_3820,?,?,?,156.446193257,40.4164134828,-86.9335692636
1851,31_3821,?,?,?,140.092701746,40.4099951816,-86.9349909665
1852,31_3822,?,?,?,158.703098456,40.4208038242,-86.9331633905
1853,31_3823,?,?,?,156.368861164,40.4144978289,-86.9336649065
1854,31_3824,?,?,?,140.651589678,40.4069216173,-86.9349600158
1855,31_3825,?,?,?,154.377395916,40.4210265154,-86.9338220536
1856,31_3826,?,?,?,153.064222721,40.4160703612,-86.9327810289
1857,31_3827,?,?,?,147.904865803,40.4116125361,-86.9352213103
1858,31_3828,?,?,?,155.001254389,40.4152275168,-86.9329715354
1859,31_3829,?,?,?,156.215682984,40.4164544845,-86.9329371197
1860,31_3830,?,?,?,147.960257422,40.4076514062,-86.9352123362
1861,31_3831,?,?,?,158.990287484,40.4190954537,-86.9327507952
1862,31_3832,?,?,?,151.112507596,40.4178105092,-86.9327702593
1863,31_3833,?,?,?,151.080304005,40.404391194,-86.9345549257
1864,31_3834,?,?,?,155.794618886,40.4209596279,-86.9332361347
1865,31_3835,?,?,?,156.749773483,40.4135271201,-86.9330038374
1866,31_3836,?,?,?,144.82877296,40.4090928642,-86.9359982143
1867,31_3837,?,?,?,154.391842113,40.4182225616,-86.9338564389
1868,31_3838,?,?,?,157.615425846,40.4228262494,-86.9330328399
1869,31_3839,?,?,?,152.839904812,40.4069013004,-86.9348443945
1870,31_3840,?,?,?,157.542505747,40.417546036,-86.9345056932
1871,31_3841,?,?,?,156.996300603,40.4281346573,-86.9325226122
1872,31_3842,?,?,?,136.941988215,40.4062415661,-86.9347930445
1873,31_3843,?,?,?,156.629310995,40.4241297896,-86.9345336321
1874,31_3844,?,?,?,153.101193696,40.4185709488,-86.9333662965
1875,31_3845,?,?,?,147.799482958,40.415908054,-86.9352921653
1876,31_3846,?,?,?,150.543554974,40.4164027415,-86.9348682474
1877,31_3847,?,?,?,164.049374372,40.4218532126,-86.9321477612
1878,31_3848,?,?,?,138.250663422,40.4079758309,-86.9360344167
1879,31_3849,?,?,?,152.217984459,40.4248987025,-86.9332807003
1880,31_3850,?,?,?,155.656829923,40.4182328163,-86.9345004616
1881,31_3851,?,?,?,150.938781339,40.4124145431,-86.9334242805
1882,31_3852,?,?,?,150.663782837,40.4118849934,-86.9335658091
1883,31_3853,?,?,?,160.05351838,40.4236141521,-86.932200545
1884,31_3854,?,?,?,142.438640467,40.4071504619,-86.9363908897
1885,31_3855,?,?,?,150.813716248,40.4202154655,-86.9338345875
1886,31_3856,?,?,?,154.301766001,40.4207777986,-86.9336752296
1887,31_3857,?,?,?,154.23829271,40.4117456726,-86.9349481732
1888,31_3858,?,?,?,145.449247635,40.4071752198,-86.9358186934
1889,31_3859,?,?,?,162.739340835,40.4253761198,-86.9314487509
1890,31_3860,?,?,?,141.531053953,40.4080899231,-86.9361945871
1891,31_3861,?,?,?,150.361930301,40.4179830751,-86.9347690138
1892,32_3801,?,?,?,160.059766638,40.4170825864,-86.9329280928
1893,32_3802,?,?,?,160.414247396,40.4175558095,-86.9336956387
1894,32_3803,?,?,?,148.199617545,40.4089006335,-86.934950648
1895,32_3804,?,?,?,163.748848777,40.4267521035,-86.9323912321
1896,32_3805,?,?,?,150.403134686,40.4104771172,-86.9351868772
1897,32_3806,?,?,?,156.468540041,40.4161125986,-86.9337850117
1898,32_3807,?,?,?,157.306104661,40.4160524386,-86.9335764221
1899,32_3808,?,?,?,157.540278387,40.4180870695,-86.933682436
1900,32_3809,?,?,?,145.06298718,40.4096373911,-86.9352098369
1901,32_3810,?,?,?,166.889183195,40.4262931686,-86.9320682621
1902,32_3811,?,?,?,155.095604851,40.4137870108,-86.9350844859
1903,32_3812,?,?,?,156.362790523,40.4203070804,-86.9342439375
1904,32_3813,?,?,?,159.75353857,40.4094487431,-86.9328739286
1905,32_3814,?,?,?,157.778105477,40.4231441887,-86.9334229915
1906,32_3815,?,?,?,147.329751585,40.4097995399,-86.9344188179
1907,32_3816,?,?,?,160.936154996,40.4224580132,-86.9321553875
1908,32_3817,?,?,?,154.508790712,40.4119320701,-86.933733211
1909,32_3818,?,?,?,160.386314982,40.4131215095,-86.9343360935
1910,32_3819,?,?,?,165.365249633,40.4153126888,-86.9328248173
1911,32_3820,?,?,?,157.170478038,40.4156693999,-86.9329447706
1912,32_3821,?,?,?,143.199796745,40.4043590493,-86.9342814986
1913,32_3822,?,?,?,165.972188231,40.4196516395,-86.9325998688
1914,32_3823,?,?,?,159.475283772,40.4198543651,-86.9344853303
1915,32_3824,?,?,?,148.410544464,40.415722689,-86.9340635712
1916,32_3825,?,?,?,162.041904778,40.4201575513,-86.932776395
1917,32_3826,?,?,?,157.116155472,40.4175914489,-86.9327719457
1918,32_3827,?,?,?,142.842875305,40.4076169466,-86.934912004
1919,32_3828,?,?,?,161.014355982,40.4273571997,-86.9335409682
1920,32_3829,?,?,?,160.414326319,40.4213659623,-86.93314955
1921,32_3830,?,?,?,150.393877896,40.412467716,-86.934936283
1922,32_3831,?,?,?,154.609000687,40.4173833023,-86.9331460207
1923,32_3832,?,?,?,155.24430794,40.4165146593,-86.9332786473
1924,32_3833,?,?,?,145.613206252,40.4073826893,-86.9351814826
1925,32_3834,?,?,?,154.689176124,40.4126421807,-86.9336169496
1926,32_3835,?,?,?,154.375364975,40.4179374073,-86.9330356039
1927,32_3836,?,?,?,149.765884065,40.4083559322,-86.9345874736
1928,32_3837,?,?,?,160.90362806,40.4203646134,-86.9321715298
1929,32_3838,?,?,?,161.77145176,40.4180573415,-86.9330883001
1930,32_3839,?,?,?,154.393463411,40.4138022484,-86.9339816152
1931,32_3840,?,?,?,158.888523,40.413330823,-86.9339958089
1932,32_3841,?,?,?,166.836923985,40.4213001936,-86.9329984196
1933,32_3842,?,?,?,140.642631021,40.4102519336,-86.9346941337
1934,32_3843,?,?,?,161.071737031,40.4195079171,-86.9329041602
1935,32_3844,?,?,?,159.273718066,40.4200682418,-86.9335938295
1936,32_3845,?,?,?,153.763982555,40.4145067375,-86.9341424283
1937,32_3846,?,?,?,152.671753498,40.4115630336,-86.9342937522
1938,32_3847,?,?,?,171.196520187,40.4258722413,-86.9330262476
1939,32_3848,?,?,?,145.025837804,40.4044757773,-86.935527318
1940,32_3849,?,?,?,155.322713118,40.4138709816,-86.9324491203
1941,32_3850,?,?,?,159.185213046,40.4180711984,-86.9326618632
1942,32_3851,?,?,?,155.042703589,40.4141923207,-86.9354029957
1943,32_3852,?,?,?,151.806018189,40.4121862642,-86.9348813458
1944,32_3853,?,?,?,165.167720956,40.4251423329,-86.9329767626
1945,32_3854,?,?,?,145.345388623,40.4041045825,-86.9364255884
1946,32_3855,?,?,?,160.525968696,40.4188181955,-86.9333661594
1947,32_3856,?,?,?,154.350591575,40.4155151372,-86.9333972845
1948,32_3857,?,?,?,152.206899133,40.4163430186,-86.9338753958
1949,32_3858,?,?,?,150.038243562,40.4063045673,-86.9347843121
1950,32_3859,?,?,?,165.693863625,40.4297765127,-86.9315673582
1951,32_3860,?,?,?,147.460601999,40.4066302393,-86.9353697101
1952,32_3861,?,?,?,163.607856801,40.4196895854,-86.9338299731
1953,33_3801,?,?,?,790.006803682,40.5313877376,-86.8563356831
1954,33_3802,?,?,?,785.305751964,40.528383163,-86.8552776157
1955,33_3803,?,?,?,779.339270001,40.5213152967,-86.8573619015
1956,33_3804,?,?,?,799.888513276,40.5347649024,-86.8532462577
1957,33_3805,?,?,?,787.881881938,40.5148367686,-86.8572260449
1958,33_3806,?,?,?,785.307132679,40.5305143935,-86.8554490925
1959,33_3807,?,?,?,789.668467333,40.5354536312,-86.8541368601
1960,33_3808,?,?,?,781.328017786,40.5324034246,-86.8538628709
1961,33_3809,?,?,?,782.762717846,40.5246436794,-86.855203316
1962,33_3810,?,?,?,801.377479078,40.5404964896,-86.8518610107
1963,33_3811,?,?,?,783.792029198,40.5256233461,-86.8543032772
1964,33_3812,?,?,?,785.924188503,40.533919461,-86.8530393764
1965,33_3813,?,?,?,796.485435761,40.5403417343,-86.8532790855
1966,33_3814,?,?,?,801.276569085,40.5421550315,-86.8523614911
1967,33_3815,?,?,?,788.2719049,40.5270714218,-86.8537748937
1968,33_3816,?,?,?,806.43038179,40.543057369,-86.8501545105
1969,33_3817,?,?,?,795.132711198,40.5328511732,-86.8536651648
1970,33_3818,?,?,?,801.906429655,40.5405181129,-86.8533238455
1971,33_3819,?,?,?,808.06496924,40.5410839446,-86.8520947086
1972,33_3820,?,?,?,804.039024005,40.5447319023,-86.8519228118
1973,33_3821,?,?,?,797.702873128,40.5386078146,-86.8536078073
1974,33_3822,?,?,?,817.455110593,40.5433972969,-86.8525257273
1975,33_3823,?,?,?,809.056187347,40.5406585239,-86.8540343996
1976,33_3824,?,?,?,806.148004889,40.5348832749,-86.8535537117
1977,33_3825,?,?,?,817.420896354,40.5442526674,-86.8529245622
1978,33_3826,?,?,?,820.351431887,40.5465857078,-86.8528784907
1979,33_3827,?,?,?,806.570947634,40.5363723996,-86.8545217044
1980,33_3828,?,?,?,824.482346039,40.5491587091,-86.8528648689
1981,33_3829,?,?,?,821.329607043,40.5484132942,-86.8531103866
1982,33_3830,?,?,?,813.080722105,40.5361296304,-86.8565694686
1983,33_3831,?,?,?,824.075496495,40.5482813487,-86.8533090117
1984,33_3832,?,?,?,830.854578177,40.5464523066,-86.8548397681
1985,33_3833,?,?,?,817.143606717,40.5382081127,-86.8562119456
1986,33_3834,?,?,?,834.416813076,40.5461480444,-86.8553879304
1987,33_3835,?,?,?,833.3366086,40.5546847164,-86.8543396364
1988,33_3836,?,?,?,826.018542568,40.5392447487,-86.8566652114
1989,33_3837,?,?,?,836.795887722,40.5489361565,-86.8536196132
1990,33_3838,?,?,?,839.788176041,40.5524649392,-86.856641111
1991,33_3839,?,?,?,833.301613301,40.5432344129,-86.8567128475
1992,33_3840,?,?,?,835.982182014,40.5520395303,-86.8584654503
1993,33_3841,?,?,?,844.356493165,40.55029327,-86.856787329
1994,33_3842,?,?,?,834.505441331,40.5444201825,-86.8592756027
1995,33_3843,?,?,?,840.956993966,40.5556014616,-86.8574020931
1996,33_3844,?,?,?,844.603389087,40.5526688048,-86.8582268161
1997,33_3845,?,?,?,844.576477521,40.5479494016,-86.8607126532
1998,33_3846,?,?,?,844.888421096,40.5484690347,-86.8598969497
1999,33_3847,?,?,?,855.533594176,40.5597448973,-86.8592612034
2000,33_3848,?,?,?,832.100259246,40.5454402458,-86.8618686772
2001,33_3849,?,?,?,853.09820085,40.5545272815,-86.8606993986
2002,33_3850,?,?,?,847.899971063,40.5582278982,-86.8602345934
2003,33_3851,?,?,?,848.731973168,40.5525127949,-86.8621689329
2004,33_3852,?,?,?,852.182574436,40.5505630235,-86.8619239519
2005,33_3853,?,?,?,863.494572355,40.5564433883,-86.8614225032
2006,33_3854,?,?,?,844.992480782,40.5479526702,-86.8645943369
2007,33_3855,?,?,?,859.958669263,40.5601845437,-86.8622535908
2008,33_3856,?,?,?,856.759201206,40.5614732954,-86.8631732848
2009,33_3857,?,?,?,852.318761711,40.5547367603,-86.8641019844
2010,33_3858,?,?,?,846.474332288,40.5482926893,-86.8665099461
2011,33_3859,?,?,?,872.090327741,40.5660915358,-86.8622220076
2012,33_3860,?,?,?,853.816544443,40.5566942927,-86.8657044623
2013,33_3861,?,?,?,862.614726639,40.5580617044,-86.8658330113
2014,34_3801,?,?,?,146.777432882,40.4147367286,-86.9335603374
2015,34_3802,?,?,?,150.709869356,40.4132648076,-86.9337302347
2016,34_3803,?,?,?,140.222904936,40.4070859907,-86.9350254765
2017,34_3804,?,?,?,159.566774265,40.4235671825,-86.9329155763
2018,34_3805,?,?,?,137.709111816,40.4105319438,-86.9343731257
2019,34_3806,?,?,?,143.751393512,40.4186651193,-86.9341595771
2020,34_3807,?,?,?,152.089880951,40.4170790178,-86.933205506
2021,34_3808,?,?,?,150.590912875,40.4139566727,-86.9333509033
